make,model,variant,year,odometer_km,segment,service_history,panel_paint_condition,mechanical_faults,tyre_condition,keys_count,rego_status,guide_trade_low,guide_trade_high,comps_json,purchase_price_aud,actual_recon_aud,resale_price_aud,purchased_at
Audi,A4,35 TFSI,2024,29538,prestige,partial,excellent,aircon weak,good,2,current,40830.0,46050.0,"[{""sold_at"": ""2025-07-11"", ""price_aud"": 40700.0, ""odometer_km"": 26986, ""match_quality"": 0.62}, {""sold_at"": ""2025-11-09"", ""price_aud"": 41370.0, ""odometer_km"": 22607, ""match_quality"": 0.72}, {""sold_at"": ""2025-07-12"", ""price_aud"": 42030.0, ""odometer_km"": 23474, ""match_quality"": 0.67}, {""sold_at"": ""2025-10-25"", ""price_aud"": 45920.0, ""odometer_km"": 24286, ""match_quality"": 0.68}, {""sold_at"": ""2025-07-21"", ""price_aud"": 42390.0, ""odometer_km"": 27274, ""match_quality"": 0.83}]",31300.0,2039.0,51010.0,2025-11-21
Volkswagen,Tiguan,162TSI R-Line,2020,121350,suv,full,good,none,good,2,expired,16380.0,18480.0,"[{""sold_at"": ""2025-06-20"", ""price_aud"": 15940.0, ""odometer_km"": 100352, ""match_quality"": 0.7}, {""sold_at"": ""2025-07-24"", ""price_aud"": 16580.0, ""odometer_km"": 122051, ""match_quality"": 0.89}, {""sold_at"": ""2025-06-09"", ""price_aud"": 18680.0, ""odometer_km"": 98131, ""match_quality"": 0.96}]",13290.0,880.0,,2025-10-14
Audi,A4,45 TFSI,2018,143355,prestige,full,good,none,good,2,expired,19570.0,22070.0,"[{""sold_at"": ""2025-06-16"", ""price_aud"": 21370.0, ""odometer_km"": 147956, ""match_quality"": 0.62}, {""sold_at"": ""2025-06-19"", ""price_aud"": 19300.0, ""odometer_km"": 143279, ""match_quality"": 0.9}, {""sold_at"": ""2025-08-04"", ""price_aud"": 19810.0, ""odometer_km"": 118701, ""match_quality"": 0.65}, {""sold_at"": ""2025-07-25"", ""price_aud"": 19670.0, ""odometer_km"": 129928, ""match_quality"": 0.9}, {""sold_at"": ""2025-06-30"", ""price_aud"": 19620.0, ""odometer_km"": 163424, ""match_quality"": 0.8}]",16170.0,1184.0,22350.0,2025-10-19
Kia,Cerato,GT,2024,30621,small,full,fair,WL:abs; rear brakes,new,2,current,16890.0,19050.0,"[{""sold_at"": ""2026-01-13"", ""price_aud"": 18880.0, ""odometer_km"": 35826, ""match_quality"": 0.9}, {""sold_at"": ""2026-03-23"", ""price_aud"": 16260.0, ""odometer_km"": 28802, ""match_quality"": 0.81}, {""sold_at"": ""2026-04-21"", ""price_aud"": 16790.0, ""odometer_km"": 26939, ""match_quality"": 0.76}]",13880.0,2118.0,19120.0,2026-06-02
Subaru,Outback,AWD Touring,2016,104875,medium,partial,fair,none,replace,2,current,10790.0,12170.0,"[{""sold_at"": ""2026-02-15"", ""price_aud"": 10760.0, ""odometer_km"": 86395, ""match_quality"": 0.74}, {""sold_at"": ""2026-03-23"", ""price_aud"": 12610.0, ""odometer_km"": 119082, ""match_quality"": 0.77}, {""sold_at"": ""2025-12-09"", ""price_aud"": 11100.0, ""odometer_km"": 106817, ""match_quality"": 0.89}]",7530.0,1772.0,,2026-04-24
Kia,Cerato,Sport,2021,119249,small,partial,excellent,none,good,2,current,11130.0,12550.0,"[{""sold_at"": ""2025-08-01"", ""price_aud"": 11510.0, ""odometer_km"": 144628, ""match_quality"": 0.94}, {""sold_at"": ""2025-08-17"", ""price_aud"": 12560.0, ""odometer_km"": 115712, ""match_quality"": 0.9}, {""sold_at"": ""2025-11-07"", ""price_aud"": 12570.0, ""odometer_km"": 134696, ""match_quality"": 0.91}]",8480.0,663.0,13570.0,2025-12-19
Ford,Focus,Titanium,2020,115523,small,partial,fair,none,new,2,current,10200.0,11500.0,"[{""sold_at"": ""2026-01-21"", ""price_aud"": 9990.0, ""odometer_km"": 102207, ""match_quality"": 0.72}, {""sold_at"": ""2025-12-11"", ""price_aud"": 10690.0, ""odometer_km"": 120457, ""match_quality"": 0.95}, {""sold_at"": ""2025-12-03"", ""price_aud"": 10370.0, ""odometer_km"": 110736, ""match_quality"": 0.87}]",8440.0,1663.0,13170.0,2026-02-08
BMW,3 Series,M340i,2016,90335,prestige,partial,excellent,aircon weak,replace,2,current,18250.0,20570.0,"[{""sold_at"": ""2025-11-04"", ""price_aud"": 17800.0, ""odometer_km"": 89022, ""match_quality"": 0.92}, {""sold_at"": ""2025-11-25"", ""price_aud"": 18030.0, ""odometer_km"": 73417, ""match_quality"": 0.8}, {""sold_at"": ""2025-08-07"", ""price_aud"": 18610.0, ""odometer_km"": 95182, ""match_quality"": 0.82}, {""sold_at"": ""2025-11-07"", ""price_aud"": 19790.0, ""odometer_km"": 71875, ""match_quality"": 0.85}, {""sold_at"": ""2025-07-17"", ""price_aud"": 21040.0, ""odometer_km"": 95639, ""match_quality"": 0.61}, {""sold_at"": ""2025-07-22"", ""price_aud"": 20060.0, ""odometer_km"": 74594, ""match_quality"": 0.61}]",14640.0,2980.0,22590.0,2025-12-12
Subaru,Forester,2.5i-L,2016,186330,suv,none,fair,none,good,1,unregistered,8900.0,10040.0,"[{""sold_at"": ""2025-07-21"", ""price_aud"": 9910.0, ""odometer_km"": 160247, ""match_quality"": 0.83}, {""sold_at"": ""2025-10-03"", ""price_aud"": 10360.0, ""odometer_km"": 146795, ""match_quality"": 0.84}, {""sold_at"": ""2025-08-05"", ""price_aud"": 8640.0, ""odometer_km"": 219847, ""match_quality"": 0.81}]",5030.0,3861.0,10170.0,2025-10-11
Volkswagen,Golf,R-Line,2024,22364,small,partial,good,none,worn,1,current,21150.0,23850.0,"[{""sold_at"": ""2026-01-16"", ""price_aud"": 24510.0, ""odometer_km"": 27878, ""match_quality"": 0.85}, {""sold_at"": ""2026-04-06"", ""price_aud"": 20350.0, ""odometer_km"": 22914, ""match_quality"": 0.7}, {""sold_at"": ""2026-01-29"", ""price_aud"": 24610.0, ""odometer_km"": 22997, ""match_quality"": 0.98}, {""sold_at"": ""2026-04-06"", ""price_aud"": 20380.0, ""odometer_km"": 19383, ""match_quality"": 0.86}, {""sold_at"": ""2026-02-25"", ""price_aud"": 23520.0, ""odometer_km"": 19017, ""match_quality"": 0.67}]",16040.0,1394.0,24580.0,2026-05-02
Audi,A4,35 TFSI,2025,19189,prestige,full,fair,none,good,2,expired,45570.0,51390.0,"[{""sold_at"": ""2025-12-21"", ""price_aud"": 47690.0, ""odometer_km"": 20738, ""match_quality"": 0.68}, {""sold_at"": ""2025-11-16"", ""price_aud"": 44050.0, ""odometer_km"": 19996, ""match_quality"": 0.6}, {""sold_at"": ""2025-12-30"", ""price_aud"": 44600.0, ""odometer_km"": 17185, ""match_quality"": 0.82}, {""sold_at"": ""2025-11-21"", ""price_aud"": 45420.0, ""odometer_km"": 20046, ""match_quality"": 0.87}]",36610.0,805.0,,2026-02-26
Toyota,Hilux,SR5,2022,64876,ute,full,good,none,replace,2,current,25220.0,28440.0,"[{""sold_at"": ""2025-10-25"", ""price_aud"": 26080.0, ""odometer_km"": 74054, ""match_quality"": 0.8}, {""sold_at"": ""2025-09-10"", ""price_aud"": 28470.0, ""odometer_km"": 63530, ""match_quality"": 0.87}, {""sold_at"": ""2025-10-05"", ""price_aud"": 24400.0, ""odometer_km"": 55878, ""match_quality"": 0.66}, {""sold_at"": ""2025-11-23"", ""price_aud"": 27070.0, ""odometer_km"": 73357, ""match_quality"": 0.97}, {""sold_at"": ""2025-08-15"", ""price_aud"": 26190.0, ""odometer_km"": 63517, ""match_quality"": 0.92}]",18660.0,2095.0,30140.0,2025-12-29
BMW,3 Series,330i,2023,40484,prestige,partial,good,none,good,1,current,39090.0,44090.0,"[{""sold_at"": ""2025-04-24"", ""price_aud"": 42950.0, ""odometer_km"": 41347, ""match_quality"": 0.98}, {""sold_at"": ""2025-07-21"", ""price_aud"": 44540.0, ""odometer_km"": 32093, ""match_quality"": 0.87}, {""sold_at"": ""2025-06-13"", ""price_aud"": 41530.0, ""odometer_km"": 35544, ""match_quality"": 0.61}, {""sold_at"": ""2025-05-01"", ""price_aud"": 40300.0, ""odometer_km"": 49027, ""match_quality"": 0.77}]",28960.0,2104.0,50280.0,2025-08-14
Nissan,X-Trail,ST-L,2025,18914,suv,partial,good,aircon weak,replace,2,current,26060.0,29380.0,"[{""sold_at"": ""2025-08-05"", ""price_aud"": 28600.0, ""odometer_km"": 15475, ""match_quality"": 0.74}, {""sold_at"": ""2025-07-24"", ""price_aud"": 28920.0, ""odometer_km"": 22402, ""match_quality"": 0.9}, {""sold_at"": ""2025-06-26"", ""price_aud"": 30400.0, ""odometer_km"": 18126, ""match_quality"": 0.95}, {""sold_at"": ""2025-06-09"", ""price_aud"": 25330.0, ""odometer_km"": 23099, ""match_quality"": 0.68}]",21800.0,2038.0,31310.0,2025-09-03
Mazda,3,G25 GT,2016,109804,small,none,fair,none,good,2,current,7880.0,8880.0,"[{""sold_at"": ""2026-05-18"", ""price_aud"": 9130.0, ""odometer_km"": 107583, ""match_quality"": 0.9}, {""sold_at"": ""2026-02-23"", ""price_aud"": 7880.0, ""odometer_km"": 122256, ""match_quality"": 0.84}, {""sold_at"": ""2026-03-06"", ""price_aud"": 7870.0, ""odometer_km"": 97743, ""match_quality"": 0.67}, {""sold_at"": ""2026-01-25"", ""price_aud"": 8390.0, ""odometer_km"": 128951, ""match_quality"": 0.77}, {""sold_at"": ""2026-05-20"", ""price_aud"": 7800.0, ""odometer_km"": 82910, ""match_quality"": 0.72}]",5230.0,2918.0,9210.0,2026-06-06
Audi,A4,40 TFSI,2017,129568,prestige,none,poor,WL:check engine light,good,2,current,18150.0,20470.0,"[{""sold_at"": ""2025-11-30"", ""price_aud"": 17720.0, ""odometer_km"": 129143, ""match_quality"": 0.74}, {""sold_at"": ""2025-12-22"", ""price_aud"": 18080.0, ""odometer_km"": 142089, ""match_quality"": 0.78}, {""sold_at"": ""2025-12-13"", ""price_aud"": 18720.0, ""odometer_km"": 137317, ""match_quality"": 0.9}]",12030.0,4183.0,21640.0,2026-03-16
Nissan,X-Trail,ST-L,2016,176866,suv,none,good,none,replace,2,current,8810.0,9930.0,"[{""sold_at"": ""2025-04-06"", ""price_aud"": 8890.0, ""odometer_km"": 175463, ""match_quality"": 0.74}, {""sold_at"": ""2024-12-20"", ""price_aud"": 9010.0, ""odometer_km"": 216997, ""match_quality"": 0.62}, {""sold_at"": ""2024-12-01"", ""price_aud"": 10200.0, ""odometer_km"": 146555, ""match_quality"": 0.62}, {""sold_at"": ""2024-12-13"", ""price_aud"": 8890.0, ""odometer_km"": 211024, ""match_quality"": 0.97}, {""sold_at"": ""2025-04-02"", ""price_aud"": 9980.0, ""odometer_km"": 133928, ""match_quality"": 0.99}, {""sold_at"": ""2024-12-16"", ""price_aud"": 9970.0, ""odometer_km"": 200656, ""match_quality"": 0.7}]",5930.0,1807.0,9880.0,2025-04-17
Mazda,3,G25 GT,2021,91252,small,full,fair,none,worn,1,current,13240.0,14920.0,"[{""sold_at"": ""2025-08-04"", ""price_aud"": 14090.0, ""odometer_km"": 112220, ""match_quality"": 0.81}, {""sold_at"": ""2025-11-30"", ""price_aud"": 13550.0, ""odometer_km"": 89272, ""match_quality"": 0.63}, {""sold_at"": ""2025-09-01"", ""price_aud"": 13380.0, ""odometer_km"": 74827, ""match_quality"": 0.88}, {""sold_at"": ""2025-07-24"", ""price_aud"": 13530.0, ""odometer_km"": 104086, ""match_quality"": 0.76}, {""sold_at"": ""2025-10-16"", ""price_aud"": 15110.0, ""odometer_km"": 70831, ""match_quality"": 0.94}]",8840.0,2786.0,16270.0,2025-12-05
Subaru,Forester,2.5i-L,2021,66272,suv,none,good,none,replace,2,current,17000.0,19180.0,"[{""sold_at"": ""2026-01-29"", ""price_aud"": 16760.0, ""odometer_km"": 51179, ""match_quality"": 0.82}, {""sold_at"": ""2026-03-30"", ""price_aud"": 17780.0, ""odometer_km"": 72362, ""match_quality"": 1.0}, {""sold_at"": ""2026-02-17"", ""price_aud"": 17210.0, ""odometer_km"": 61258, ""match_quality"": 0.73}, {""sold_at"": ""2026-03-14"", ""price_aud"": 18330.0, ""odometer_km"": 55671, ""match_quality"": 0.69}, {""sold_at"": ""2026-03-12"", ""price_aud"": 18660.0, ""odometer_km"": 73755, ""match_quality"": 0.9}, {""sold_at"": ""2026-04-14"", ""price_aud"": 16520.0, ""odometer_km"": 58306, ""match_quality"": 0.72}]",14570.0,1784.0,,2026-06-20
Nissan,Navara,ST-X,2017,169663,ute,partial,poor,none,good,1,current,12230.0,13790.0,"[{""sold_at"": ""2025-09-22"", ""price_aud"": 13290.0, ""odometer_km"": 193243, ""match_quality"": 0.87}, {""sold_at"": ""2025-09-26"", ""price_aud"": 14010.0, ""odometer_km"": 192095, ""match_quality"": 0.62}, {""sold_at"": ""2025-10-24"", ""price_aud"": 12720.0, ""odometer_km"": 157916, ""match_quality"": 0.77}, {""sold_at"": ""2025-10-02"", ""price_aud"": 11720.0, ""odometer_km"": 163376, ""match_quality"": 0.7}, {""sold_at"": ""2025-08-04"", ""price_aud"": 12000.0, ""odometer_km"": 158999, ""match_quality"": 0.94}]",7530.0,3411.0,13870.0,2025-11-17
Hyundai,Tucson,Active,2022,37928,suv,full,excellent,none,good,2,current,18880.0,21300.0,"[{""sold_at"": ""2025-09-09"", ""price_aud"": 21460.0, ""odometer_km"": 36176, ""match_quality"": 0.77}, {""sold_at"": ""2025-08-12"", ""price_aud"": 20860.0, ""odometer_km"": 34715, ""match_quality"": 0.66}, {""sold_at"": ""2025-06-08"", ""price_aud"": 19340.0, ""odometer_km"": 43083, ""match_quality"": 0.95}, {""sold_at"": ""2025-06-18"", ""price_aud"": 21930.0, ""odometer_km"": 42282, ""match_quality"": 0.91}, {""sold_at"": ""2025-06-15"", ""price_aud"": 18610.0, ""odometer_km"": 40681, ""match_quality"": 0.61}]",15020.0,368.0,21230.0,2025-09-26
Toyota,Hilux,SR,2017,142341,ute,full,fair,none,good,2,current,14020.0,15820.0,"[{""sold_at"": ""2026-01-09"", ""price_aud"": 15400.0, ""odometer_km"": 143263, ""match_quality"": 0.69}, {""sold_at"": ""2026-04-07"", ""price_aud"": 15230.0, ""odometer_km"": 144078, ""match_quality"": 0.81}, {""sold_at"": ""2026-01-07"", ""price_aud"": 15610.0, ""odometer_km"": 156035, ""match_quality"": 0.82}, {""sold_at"": ""2025-12-27"", ""price_aud"": 15360.0, ""odometer_km"": 150835, ""match_quality"": 0.63}]",10610.0,1305.0,15780.0,2026-04-30
Toyota,Kluger,GXL,2018,223010,suv,partial,good,WL:check engine light,worn,2,current,14210.0,16030.0,"[{""sold_at"": ""2025-02-23"", ""price_aud"": 14770.0, ""odometer_km"": 207282, ""match_quality"": 0.61}, {""sold_at"": ""2024-11-21"", ""price_aud"": 15540.0, ""odometer_km"": 253229, ""match_quality"": 0.7}, {""sold_at"": ""2025-01-11"", ""price_aud"": 14130.0, ""odometer_km"": 235156, ""match_quality"": 0.63}, {""sold_at"": ""2025-01-02"", ""price_aud"": 13870.0, ""odometer_km"": 259994, ""match_quality"": 0.88}]",10430.0,2894.0,17280.0,2025-03-29
Mitsubishi,Outlander,ES,2015,153834,suv,partial,poor,none,good,1,current,8260.0,9320.0,"[{""sold_at"": ""2025-08-02"", ""price_aud"": 8710.0, ""odometer_km"": 185863, ""match_quality"": 0.87}, {""sold_at"": ""2025-09-18"", ""price_aud"": 8540.0, ""odometer_km"": 121556, ""match_quality"": 0.63}, {""sold_at"": ""2025-10-13"", ""price_aud"": 9240.0, ""odometer_km"": 115710, ""match_quality"": 0.76}]",3050.0,6116.0,9410.0,2025-12-02
Volkswagen,Tiguan,162TSI R-Line,2025,17329,suv,partial,fair,none,good,1,expired,30680.0,34600.0,"[{""sold_at"": ""2024-12-15"", ""price_aud"": 32260.0, ""odometer_km"": 19404, ""match_quality"": 0.72}, {""sold_at"": ""2025-02-17"", ""price_aud"": 34320.0, ""odometer_km"": 16802, ""match_quality"": 0.91}, {""sold_at"": ""2024-12-16"", ""price_aud"": 32390.0, ""odometer_km"": 14291, ""match_quality"": 0.83}, {""sold_at"": ""2025-04-12"", ""price_aud"": 34780.0, ""odometer_km"": 21558, ""match_quality"": 0.61}, {""sold_at"": ""2025-01-20"", ""price_aud"": 34050.0, ""odometer_km"": 17239, ""match_quality"": 0.98}]",27480.0,1548.0,37970.0,2025-05-06
Toyota,Kluger,GXL,2024,28437,suv,full,good,none,new,1,current,33880.0,38200.0,"[{""sold_at"": ""2025-11-02"", ""price_aud"": 35770.0, ""odometer_km"": 32360, ""match_quality"": 0.8}, {""sold_at"": ""2025-09-26"", ""price_aud"": 39460.0, ""odometer_km"": 27505, ""match_quality"": 0.76}, {""sold_at"": ""2025-11-18"", ""price_aud"": 36880.0, ""odometer_km"": 32090, ""match_quality"": 0.65}, {""sold_at"": ""2025-10-19"", ""price_aud"": 39620.0, ""odometer_km"": 21582, ""match_quality"": 0.86}, {""sold_at"": ""2026-01-10"", ""price_aud"": 39550.0, ""odometer_km"": 21383, ""match_quality"": 0.81}, {""sold_at"": ""2025-10-01"", ""price_aud"": 34790.0, ""odometer_km"": 32742, ""match_quality"": 0.88}]",31540.0,1411.0,39150.0,2026-01-28
Mazda,3,G20 Pure,2021,90447,small,full,fair,none,worn,1,current,13250.0,14950.0,"[{""sold_at"": ""2026-01-29"", ""price_aud"": 14100.0, ""odometer_km"": 88182, ""match_quality"": 0.82}, {""sold_at"": ""2026-01-25"", ""price_aud"": 14660.0, ""odometer_km"": 97018, ""match_quality"": 0.81}, {""sold_at"": ""2025-11-18"", ""price_aud"": 14330.0, ""odometer_km"": 91392, ""match_quality"": 0.91}, {""sold_at"": ""2025-12-26"", ""price_aud"": 13010.0, ""odometer_km"": 102426, ""match_quality"": 1.0}]",9430.0,1920.0,14850.0,2026-02-27
Mitsubishi,Triton,GLX+,2025,15972,ute,full,good,none,good,2,current,31410.0,35410.0,"[{""sold_at"": ""2026-02-17"", ""price_aud"": 35760.0, ""odometer_km"": 12713, ""match_quality"": 0.74}, {""sold_at"": ""2026-02-13"", ""price_aud"": 36590.0, ""odometer_km"": 15731, ""match_quality"": 0.79}, {""sold_at"": ""2026-04-14"", ""price_aud"": 32740.0, ""odometer_km"": 14066, ""match_quality"": 0.87}, {""sold_at"": ""2026-02-15"", ""price_aud"": 33090.0, ""odometer_km"": 17677, ""match_quality"": 0.7}, {""sold_at"": ""2026-04-21"", ""price_aud"": 30560.0, ""odometer_km"": 15206, ""match_quality"": 0.64}]",28680.0,648.0,,2026-05-29
Ford,Focus,Trend,2018,94218,small,partial,good,WL:check engine light,good,2,current,8620.0,9720.0,"[{""sold_at"": ""2025-12-27"", ""price_aud"": 9260.0, ""odometer_km"": 90129, ""match_quality"": 0.66}, {""sold_at"": ""2025-12-07"", ""price_aud"": 8800.0, ""odometer_km"": 101288, ""match_quality"": 0.83}, {""sold_at"": ""2026-01-08"", ""price_aud"": 9380.0, ""odometer_km"": 86088, ""match_quality"": 0.61}, {""sold_at"": ""2025-12-25"", ""price_aud"": 9970.0, ""odometer_km"": 105537, ""match_quality"": 0.91}, {""sold_at"": ""2025-10-10"", ""price_aud"": 9960.0, ""odometer_km"": 100351, ""match_quality"": 0.71}]",6060.0,2405.0,10830.0,2026-01-21
Toyota,Camry,Ascent,2020,95324,medium,full,poor,none,worn,2,current,15250.0,17190.0,"[{""sold_at"": ""2026-01-12"", ""price_aud"": 17090.0, ""odometer_km"": 76476, ""match_quality"": 0.82}, {""sold_at"": ""2026-04-05"", ""price_aud"": 17710.0, ""odometer_km"": 71895, ""match_quality"": 0.94}, {""sold_at"": ""2026-01-09"", ""price_aud"": 17720.0, ""odometer_km"": 91038, ""match_quality"": 0.76}, {""sold_at"": ""2026-01-10"", ""price_aud"": 17430.0, ""odometer_km"": 101488, ""match_quality"": 0.69}]",11220.0,2994.0,19020.0,2026-06-06
Hyundai,i30,Active,2017,159306,small,none,good,aircon weak,good,2,current,7450.0,8410.0,"[{""sold_at"": ""2025-03-03"", ""price_aud"": 8360.0, ""odometer_km"": 132341, ""match_quality"": 0.93}, {""sold_at"": ""2025-04-25"", ""price_aud"": 7870.0, ""odometer_km"": 129752, ""match_quality"": 0.96}, {""sold_at"": ""2025-03-07"", ""price_aud"": 7620.0, ""odometer_km"": 122781, ""match_quality"": 0.78}, {""sold_at"": ""2025-04-26"", ""price_aud"": 7410.0, ""odometer_km"": 164105, ""match_quality"": 0.92}]",5620.0,1440.0,8740.0,2025-05-14
Toyota,Landcruiser Prado,GXL,2020,73589,suv,none,good,aircon weak,new,2,current,26770.0,30190.0,"[{""sold_at"": ""2025-07-22"", ""price_aud"": 30760.0, ""odometer_km"": 68221, ""match_quality"": 0.96}, {""sold_at"": ""2025-07-30"", ""price_aud"": 27830.0, ""odometer_km"": 58723, ""match_quality"": 0.6}, {""sold_at"": ""2025-08-02"", ""price_aud"": 28900.0, ""odometer_km"": 72196, ""match_quality"": 0.69}, {""sold_at"": ""2025-07-16"", ""price_aud"": 28550.0, ""odometer_km"": 69935, ""match_quality"": 0.78}, {""sold_at"": ""2025-07-09"", ""price_aud"": 28570.0, ""odometer_km"": 65214, ""match_quality"": 0.79}]",18230.0,4070.0,,2025-08-07
Mitsubishi,Outlander,LS,2017,91707,suv,partial,good,none,good,2,current,10760.0,12140.0,"[{""sold_at"": ""2026-05-14"", ""price_aud"": 11710.0, ""odometer_km"": 82400, ""match_quality"": 0.94}, {""sold_at"": ""2026-03-29"", ""price_aud"": 11720.0, ""odometer_km"": 73741, ""match_quality"": 0.92}, {""sold_at"": ""2026-05-14"", ""price_aud"": 11080.0, ""odometer_km"": 88153, ""match_quality"": 0.89}, {""sold_at"": ""2026-05-21"", ""price_aud"": 10360.0, ""odometer_km"": 80856, ""match_quality"": 0.69}, {""sold_at"": ""2026-06-11"", ""price_aud"": 10450.0, ""odometer_km"": 111447, ""match_quality"": 0.89}, {""sold_at"": ""2026-04-30"", ""price_aud"": 12110.0, ""odometer_km"": 101587, ""match_quality"": 0.82}]",8680.0,1423.0,12900.0,2026-07-07
Mercedes-Benz,C-Class,C200,2016,160811,prestige,full,fair,none,good,2,current,18070.0,20370.0,"[{""sold_at"": ""2025-06-17"", ""price_aud"": 19580.0, ""odometer_km"": 128840, ""match_quality"": 0.62}, {""sold_at"": ""2025-06-14"", ""price_aud"": 19440.0, ""odometer_km"": 180096, ""match_quality"": 0.77}, {""sold_at"": ""2025-04-14"", ""price_aud"": 18390.0, ""odometer_km"": 186774, ""match_quality"": 0.61}, {""sold_at"": ""2025-04-17"", ""price_aud"": 18250.0, ""odometer_km"": 146176, ""match_quality"": 0.62}]",14720.0,874.0,22790.0,2025-09-05
Kia,Sportage,GT-Line,2022,68393,suv,partial,good,none,worn,2,current,17780.0,20060.0,"[{""sold_at"": ""2025-08-02"", ""price_aud"": 17100.0, ""odometer_km"": 57838, ""match_quality"": 0.73}, {""sold_at"": ""2025-06-17"", ""price_aud"": 17800.0, ""odometer_km"": 67634, ""match_quality"": 0.66}, {""sold_at"": ""2025-10-29"", ""price_aud"": 18470.0, ""odometer_km"": 64795, ""match_quality"": 0.62}]",13310.0,1156.0,21340.0,2025-11-13
Volkswagen,Golf,110TSI Life,2022,107283,small,partial,excellent,none,worn,1,current,15440.0,17420.0,"[{""sold_at"": ""2026-02-02"", ""price_aud"": 16180.0, ""odometer_km"": 103206, ""match_quality"": 0.93}, {""sold_at"": ""2026-03-09"", ""price_aud"": 15110.0, ""odometer_km"": 108196, ""match_quality"": 0.78}, {""sold_at"": ""2026-01-06"", ""price_aud"": 14970.0, ""odometer_km"": 84991, ""match_quality"": 1.0}]",11980.0,1854.0,18630.0,2026-05-10
Nissan,X-Trail,ST,2025,17855,suv,partial,poor,none,good,1,current,26090.0,29430.0,"[{""sold_at"": ""2025-12-16"", ""price_aud"": 29700.0, ""odometer_km"": 20996, ""match_quality"": 0.67}, {""sold_at"": ""2025-11-26"", ""price_aud"": 28120.0, ""odometer_km"": 15482, ""match_quality"": 0.95}, {""sold_at"": ""2026-02-05"", ""price_aud"": 27310.0, ""odometer_km"": 14792, ""match_quality"": 0.94}]",18420.0,3657.0,30730.0,2026-02-13
Volkswagen,Golf,R-Line,2018,98663,small,partial,fair,none,good,1,current,10660.0,12020.0,"[{""sold_at"": ""2026-07-21"", ""price_aud"": 11910.0, ""odometer_km"": 107952, ""match_quality"": 0.93}, {""sold_at"": ""2026-03-15"", ""price_aud"": 10890.0, ""odometer_km"": 100597, ""match_quality"": 0.76}, {""sold_at"": ""2026-05-01"", ""price_aud"": 10970.0, ""odometer_km"": 86781, ""match_quality"": 0.71}, {""sold_at"": ""2026-03-31"", ""price_aud"": 10570.0, ""odometer_km"": 96746, ""match_quality"": 0.75}]",7110.0,1788.0,12270.0,2026-07-26
Hyundai,i30,N Line,2021,107277,small,partial,good,none,worn,2,current,11730.0,13230.0,"[{""sold_at"": ""2025-04-26"", ""price_aud"": 11890.0, ""odometer_km"": 109112, ""match_quality"": 0.96}, {""sold_at"": ""2025-04-21"", ""price_aud"": 11560.0, ""odometer_km"": 128148, ""match_quality"": 0.83}, {""sold_at"": ""2025-06-03"", ""price_aud"": 13200.0, ""odometer_km"": 83252, ""match_quality"": 0.9}, {""sold_at"": ""2025-04-17"", ""price_aud"": 13380.0, ""odometer_km"": 118227, ""match_quality"": 0.62}, {""sold_at"": ""2025-06-06"", ""price_aud"": 12740.0, ""odometer_km"": 93641, ""match_quality"": 0.9}, {""sold_at"": ""2025-05-28"", ""price_aud"": 11650.0, ""odometer_km"": 90141, ""match_quality"": 0.68}]",9320.0,1887.0,14400.0,2025-06-25
Mitsubishi,Triton,GLX,2025,14318,ute,partial,good,none,good,2,current,31470.0,35490.0,"[{""sold_at"": ""2025-10-27"", ""price_aud"": 32500.0, ""odometer_km"": 17297, ""match_quality"": 0.74}, {""sold_at"": ""2025-09-23"", ""price_aud"": 33470.0, ""odometer_km"": 13281, ""match_quality"": 0.86}, {""sold_at"": ""2025-09-24"", ""price_aud"": 30540.0, ""odometer_km"": 15769, ""match_quality"": 0.73}, {""sold_at"": ""2025-08-21"", ""price_aud"": 30450.0, ""odometer_km"": 13487, ""match_quality"": 0.79}, {""sold_at"": ""2025-10-06"", ""price_aud"": 35670.0, ""odometer_km"": 15104, ""match_quality"": 0.79}, {""sold_at"": ""2025-11-17"", ""price_aud"": 33580.0, ""odometer_km"": 16719, ""match_quality"": 0.94}]",24330.0,3001.0,39260.0,2026-01-18
Mazda,3,G20 Evolve,2015,164212,small,full,good,none,new,1,current,6750.0,7610.0,"[{""sold_at"": ""2025-10-16"", ""price_aud"": 7320.0, ""odometer_km"": 139742, ""match_quality"": 0.99}, {""sold_at"": ""2025-07-26"", ""price_aud"": 7460.0, ""odometer_km"": 176188, ""match_quality"": 0.84}, {""sold_at"": ""2025-08-07"", ""price_aud"": 7090.0, ""odometer_km"": 176597, ""match_quality"": 1.0}, {""sold_at"": ""2025-09-11"", ""price_aud"": 7600.0, ""odometer_km"": 165375, ""match_quality"": 0.65}, {""sold_at"": ""2025-10-21"", ""price_aud"": 7280.0, ""odometer_km"": 158938, ""match_quality"": 0.92}]",5680.0,1343.0,8210.0,2025-10-29
